gene,fbgn,gene_transcript_start,fc3.count,fc4.count,fc5.count,fc6.count,p,q,logConc,logFC
Orc2,FBgn0015270,Orc2-PA-1234,4,13,0,0,9.55946882391851e-06,0.000328999481237167,-34.230777106231,-31.5705542751658
mip130,FBgn0023509,mip130-PA-2422,4,2,17,23,9.91735642819519e-06,0.000341117784470793,-18.7045989954842,2.48494769214821
Lsd-2,FBgn0030608,Lsd-2-PC-720,3,3,21,18,9.92583398209586e-06,0.000341210653850185,-18.7232427275021,2.44803182397534
CG31413,FBgn0051413,CG31413-PA-1672,20,21,5,8,9.93416846946969e-06,0.000341298499982514,-18.1293913179229,-1.90943617255499
Cenp-C,FBgn0086697,Cenp-C-PA-4035,113,126,100,80,9.96451225332021e-06,0.000341943152037527,-14.9622143889974,-0.661501813142936
ade3,FBgn0000053,ade3-PA-3820,117,114,88,84,9.96288802267416e-06,0.000341943152037527,-15.0193546420141,-0.677968430733846
Sulf1,FBgn0040271,Sulf1-PA-2988,134,157,254,240,9.97697598631079e-06,0.000342172037049676,-14.091922195427,0.511292544060357
CG5780,FBgn0032446,CG5780-PB-645,30,23,8,11,1.00482408137185e-05,0.000344416138117577,-17.6700290784336,-1.73270799865001
Su(Tpl),FBgn0014037,Su(Tpl)-PA-2152,12,16,46,38,1.0132789250047e-05,0.000346911459437261,-17.058643537159,1.33254948570764
CG8979,FBgn0033669,CG8979-PA-635,11,17,41,43,1.0132789250047e-05,0.000346911459437261,-17.0585872599356,1.33272073262601
trol,FBgn0261451,trol-PAA-12084,260,238,203,173,1.02496384526923e-05,0.000350708660335516,-13.901002099182,-0.659877823534277
CG5780,FBgn0032446,CG5780-PB-375,16,23,5,6,1.02669477555062e-05,0.000351097510448572,-18.286029327949,-2.078236284498
pain,FBgn0060296,pain-PA-1845,79,82,152,149,1.02999242606902e-05,0.000352021369784632,-14.8761192460326,0.650364952434552
Dph5,FBgn0024558,Dph5-PA-561,120,101,207,185,1.03396775825989e-05,0.000353175638330323,-14.4570323993899,0.573944822942834
alpha-Spec,FBgn0250789,alpha-Spec-PA-5787,5,3,21,22,1.04123568821478e-05,0.000355452585402246,-18.44524801088,2.17388576007409
CG6459,FBgn0034259,CG6459-PA-727,66,62,38,42,1.04285229356047e-05,0.000355798791179053,-15.9973595002746,-0.930458696023531
mod(mdg4),FBgn0002781,mod(mdg4)-PC-1489,109,91,69,61,1.05302449673962e-05,0.000359061897970257,-15.3248492792262,-0.875444983090726
Gli,FBgn0001987,Gli-PA-2484,213,219,336,360,1.05516990364417e-05,0.000359552083642161,-13.5592670032644,0.436065925281819
ND23,FBgn0017567,ND23-PA-195,22,29,6,12,1.05567969290444e-05,0.000359552083642161,-17.7371966533067,-1.7538709159374
CG3011,FBgn0029823,CG3011-PA-849,90,92,176,157,1.05796180909612e-05,0.000360121662948695,-14.7148887942977,0.619031337560934
Taf8,FBgn0022724,Taf8-PA-573,157,140,121,114,1.07679947861482e-05,0.00036632271663614,-14.6128567135201,-0.590504783658612
CG1317,FBgn0035333,CG1317-PB-1381,21,15,6,3,1.08015069836947e-05,0.00036725123744562,-18.4883340552249,-2.25316611860227
Srp54k,FBgn0010747,Srp54k-PA-1335,3,10,25,32,1.10197960730583e-05,0.000374457489345616,-17.8917250388284,1.88128153075661
LBR,FBgn0034657,LBR-PC-75,25,27,65,63,1.11022119586118e-05,0.000377041077545543,-16.3081925977286,1.04720824609744
CG1746,FBgn0039830,CG1746-PA-366,828,855,850,780,1.12409450241493e-05,0.000381533178871383,-11.9647902955745,-0.298897652704454
tld,FBgn0003719,tld-PA-24,74,71,48,47,1.12761599711765e-05,0.000382289010090551,-15.7834794827769,-0.862497341665194
vir,FBgn0003977,vir-PA-5248,43,34,87,83,1.12761599711765e-05,0.000382289010090551,-15.820248993308,0.890071506470429
CG10948,FBgn0036317,CG10948-PC-2299,135,120,80,95,1.13868143767957e-05,0.00038581898076007,-14.9345702312645,-0.795458736695083
Hsp22,FBgn0001223,Hsp22-PA-27,5,7,23,32,1.14161309778266e-05,0.000386486023867968,-17.9749368750357,1.94495145986689
pps,FBgn0082831,pps-PA-4908,73,74,149,130,1.14195894146365e-05,0.000386486023867968,-14.9965853463182,0.671874317801267
Cyp9c1,FBgn0015040,Cyp9c1-PA-780,0,1,10,12,1.15007691425048e-05,0.000387236273670495,-20.428683593764,4.20710789188736
sick,FBgn0260966,sick-PB-5088,0,1,12,11,1.15007691425048e-05,0.000387236273670495,-20.3966402119871,4.27119465544122
CG9531,FBgn0031817,CG9531-PA-612,0,1,10,12,1.15007691425048e-05,0.000387236273670495,-20.428683593764,4.20710789188736
CG30122,FBgn0050122,CG30122-PB-544,0,1,12,11,1.15007691425048e-05,0.000387236273670495,-20.3966402119871,4.27119465544122
AP-2,FBgn0261953,AP-2-PA-654,9,11,0,1,1.15007691425048e-05,0.000387236273670495,-20.4974501484542,-4.57426375360076
CG7324,FBgn0037074,CG7324-PA-2658,1,0,12,10,1.15007691425048e-05,0.000387236273670495,-20.4286979732082,4.20701964550424
Jheh2,FBgn0034405,Jheh2-PA-1016,421,456,322,370,1.14859955025686e-05,0.000387236273670495,-13.0521896518333,-0.59196556016886
Acph-1,FBgn0000032,Acph-1-PA-1257,8,12,1,0,1.15007691425048e-05,0.000387236273670495,-20.4974796591572,-4.57426384890599
emp,FBgn0010435,emp-PA-450,0,1,12,10,1.15007691425048e-05,0.000387236273670495,-20.4287128450819,4.20704938925158
dve,FBgn0020307,dve-PA-2686,5,5,36,16,1.16065044629189e-05,0.000390573755311148,-18.1488040645769,2.12288925953011
Sbp2,FBgn0087039,Sbp2-PA-466,25,25,59,73,1.16263316157883e-05,0.000391018162053091,-16.313711001646,1.14915055215045
CG8494,FBgn0033916,CG8494-PA-2051,130,137,234,224,1.16696634537508e-05,0.000392252125356639,-14.208473748328,0.526145915794781
CG7668,FBgn0036929,CG7668-PA-415,1298,1233,1298,1207,1.16878651002848e-05,0.000392640464785335,-11.3601123852963,-0.268300759881629
Aats-his,FBgn0027087,Aats-his-PA-912,12,10,41,32,1.17568196126726e-05,0.000394508098116601,-17.3338174289116,1.47787563946595
HP5,FBgn0030301,HP5-PB-2415,11,11,39,34,1.17568196126726e-05,0.000394508098116601,-17.3338036167504,1.47796213394986
CG16884,FBgn0028544,CG16884-PA-817,7,10,36,27,1.17742946540411e-05,0.000394870127017807,-17.6261134623478,1.63737152665049
nvd,FBgn0259697,nvd-PA-594,325,338,311,283,1.19096406172763e-05,0.000399053193084668,-13.364904506506,-0.411107980012389
CAP-D2,FBgn0039680,CAP-D2-PA-3225,67,52,123,113,1.19125398660346e-05,0.000399053193084668,-15.2695912501551,0.735137714252489
HBS1,FBgn0042712,HBS1-PA-1566,105,108,78,79,1.19236805327623e-05,0.000399199957428502,-15.1437066222883,-0.692423895531614
CG12253,FBgn0026148,CG12253-PA-346,26,22,66,55,1.19317461328617e-05,0.000399243661821274,-16.4065203322075,1.0813352920433
CG33214,FBgn0053214,CG33214-PA-1914,9,10,31,37,1.2053467963459e-05,0.000402860051491771,-17.4906664890963,1.587275880536
Fas2,FBgn0000635,Fas2-PA-2484,10,9,32,36,1.2053467963459e-05,0.000402860051491771,-17.4906660507606,1.58721780014561
CG12079,FBgn0035404,CG12079-PA-522,438,412,419,364,1.20896150509662e-05,0.000403839641221697,-12.9862960997462,-0.371692959305236
CG32702,FBgn0052702,CG32702-PB-5130,827,877,852,801,1.21257205652346e-05,0.000404816735523814,-11.9457489108562,-0.296231974786631
Int6,FBgn0025582,Int6-PA-1065,206,204,186,158,1.21619322057828e-05,0.000405796266784815,-14.1056052815263,-0.505982835151661
aft,FBgn0026309,aft-PA-1107,20,10,5,1,1.23658547695636e-05,0.000412367391858207,-18.9122157282095,-2.57551848648838
tgo,FBgn0015014,tgo-PA-1335,175,183,300,289,1.25507520755141e-05,0.000418193651707855,-13.8154381081996,0.465953898270493
CG10960,FBgn0036316,CG10960-PA-573,20,33,65,64,1.25547316955879e-05,0.000418193651707855,-16.2889110813361,1.03112806547028
CG18178,FBgn0036035,CG18178-PA-406,197,224,356,324,1.2633892094738e-05,0.000419647018746364,-13.5950886745308,0.439366174561151
CG32100,FBgn0052100,CG32100-PA-375,2,0,19,10,1.26218995516404e-05,0.000419647018746364,-19.7296736349484,3.60473364263576
Elp3,FBgn0031604,Elp3-PA-1629,1205,1074,969,914,1.26269020650532e-05,0.000419647018746364,-11.6410049837739,-0.529988703142697
Pat1,FBgn0029878,Pat1-PA-1752,7,18,1,3,1.26218995516404e-05,0.000419647018746364,-19.336828301328,-2.89516982915152
Fib,FBgn0003062,Fib-PA-526,1,1,20,9,1.26218995516404e-05,0.000419647018746364,-19.7298451974845,3.60474818398167
CG30460,FBgn0050460,CG30460-PA-4530,21,29,83,55,1.26862265886069e-05,0.000421148493462589,-16.2838434271631,1.21085364015282
Fem-1,FBgn0034542,Fem-1-PA-1143,261,304,456,427,1.2795883408367e-05,0.000424550158613112,-13.1944595489916,0.392040195846207
RpL23,FBgn0010078,RpL23-PA-211,21,35,74,68,1.28495373256133e-05,0.000426090946308856,-16.1804496585757,1.09081262575089
Xe7,FBgn0010772,Xe7-PA-600,7,5,28,25,1.29183636281727e-05,0.000428132839030653,-18.001965733614,1.89052300251119
blow,FBgn0004133,blow-PA-1800,631,688,635,624,1.30595091800425e-05,0.000432567859312929,-12.3268309314508,-0.319139003540215
Sp7,FBgn0037515,Sp7-PA-1143,9,7,34,26,1.32341647056095e-05,0.000438107230484242,-17.7049961499873,1.65438486972762
l(1)G0007,FBgn0026713,l(1)G0007-PA-3375,15,24,56,49,1.33549364999336e-05,0.000441610212661297,-16.658680046868,1.17652065178914
p47,FBgn0033179,p47-PA-573,45,45,22,27,1.33549364999336e-05,0.000441610212661297,-16.6050720432192,-1.12945714273162
Syb,FBgn0003660,Syb-PA-255,65,72,39,50,1.37484998499865e-05,0.000454115718199387,-15.8714656000453,-0.874433093095775
KdelR,FBgn0022268,KdelR-PA-331,207,207,187,162,1.37474163291569e-05,0.000454115718199387,-14.0881847362039,-0.49910775700854
CG1815,FBgn0039863,CG1815-PA-3465,70,70,139,129,1.38728884284007e-05,0.000457968163669363,-15.0607332924069,0.68433309764498
Fur1,FBgn0004509,Fur1-PA-2718,187,158,333,310,1.39360917941108e-05,0.000459797602891954,-13.7782007950492,0.64396024753238
CTPsyn,FBgn0262707,CTPsyn-PA-312,14,15,5,1,1.40124606121997e-05,0.000461543724949967,-18.9369698222136,-2.52544388199604
HBS1,FBgn0042712,HBS1-PA-390,1,3,18,15,1.40124606121997e-05,0.000461543724949967,-19.1362441229168,2.79201465273665
Rlip,FBgn0026056,Rlip-PA-1792,3,1,15,18,1.40124606121997e-05,0.000461543724949967,-19.1361707841752,2.79204253336398
COQ7,FBgn0029502,COQ7-PA-600,20,40,12,11,1.41569488999064e-05,0.000466042969972503,-17.4443874667764,-1.63344986673836
Gcn2,FBgn0019990,Gcn2-PA-3861,10,17,36,49,1.41752787341546e-05,0.000466386413081729,-17.0760144914275,1.40371350678213
Gclm,FBgn0046114,Gclm-PA-790,33,30,72,73,1.44015056693553e-05,0.000473565769387966,-16.0797571713876,0.95024775597584
CG6770,FBgn0032400,CG6770-PA-29,0,1,17,6,1.45063832156885e-05,0.000476218999417528,-20.3971128534117,4.27039590161307
chb,FBgn0021760,chb-PA-2355,0,1,9,13,1.45063832156885e-05,0.000476218999417528,-20.4285516169651,4.20751837450621
pAbp,FBgn0261619,pAbp-PA-741,0,1,9,13,1.45063832156885e-05,0.000476218999417528,-20.4285516169651,4.20751837450621
Smn,FBgn0036641,Smn-PA-597,357,380,346,324,1.47957012758032e-05,0.000485446958859102,-13.201729306766,-0.389884414023065
CG1998,FBgn0030485,CG1998-PA-952,5,5,21,27,1.49929238912839e-05,0.000491371864135095,-18.2049127996459,2.01075805798441
CG8889,FBgn0259985,CG8889-PA-840,22,20,6,8,1.49929238912839e-05,0.000491371864135095,-18.0585361998772,-1.83734481535401
msl-1,FBgn0005617,msl-1-PA-2916,14,15,43,43,1.50190735086554e-05,0.00049195587536005,-17.0162776334335,1.31594049556422
E(Pc),FBgn0000581,E(Pc)-PA-4957,36,37,85,76,1.50949737475479e-05,0.000494167937684414,-15.8980747230654,0.888632907086611
IntS2,FBgn0030858,IntS2-PA-3180,170,202,150,158,1.51241719479319e-05,0.000494849499668122,-14.2554983283706,-0.524257841231519
MrgBP,FBgn0033341,MrgBP-PA-534,303,308,294,251,1.52057358785757e-05,0.000497242718447908,-13.4859812470592,-0.417746689765753
wb,FBgn0261563,wb-PB-9780,23,19,53,56,1.52458419138577e-05,0.000498278324155289,-16.5780870306973,1.12349522842587
CG1041,FBgn0037440,CG1041-PA-1823,140,133,107,107,1.54099568605779e-05,0.000503363513424785,-14.7411860640896,-0.603771046299474
CG4554,FBgn0034734,CG4554-PA-7042,32,51,97,94,1.5421628082982e-05,0.000503466285972776,-15.6827715154335,0.95130974234332
mod(mdg4),FBgn0002781,mod(mdg4)-PU-402,279,277,244,245,1.55151372037205e-05,0.000506239211589683,-13.6319504210574,-0.437650364238331
YT521-B,FBgn0027616,YT521-B-PA-1590,33,29,66,86,1.55853262265945e-05,0.000508248589889685,-16.0564404052658,1.04237290811303
CG8112,FBgn0037612,CG8112-PA-1351,15,16,4,3,1.56189029613127e-05,0.000508569229871104,-18.7776433820481,-2.3992228515198
CG2371,FBgn0030323,CG2371-PA-558,10,8,31,33,1.56209926341255e-05,0.000508569229871104,-17.5734063413001,1.57771333690062
Osbp,FBgn0020626,Osbp-PA-1572,2,3,18,17,1.56189029613127e-05,0.000508569229871104,-18.9328131995371,2.55498998568031
CG33137,FBgn0053137,CG33137-PA-514,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
CG10265,FBgn0033990,CG10265-PA-864,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
Nrk,FBgn0020391,Nrk-PA-885,0,0,10,8,1.57848377768454e-05,0.000508576622708638,-34.3153751283901,31.4013582308475
CG42232,FBgn0250754,CG42232-PB-4674,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
Gmap,FBgn0027287,Gmap-PA-3948,7,9,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741509367375,-31.4838066141527
CG14544,FBgn0039407,CG14544-PA-475,145,147,116,115,1.56584022129746e-05,0.000508576622708638,-14.6375724405558,-0.590452357241208
CG6962,FBgn0037958,CG6962-PA-1375,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
chico,FBgn0024248,chico-PA-1038,0,0,9,9,1.57848377768454e-05,0.000508576622708638,-34.3153604738819,31.401387539864
TER94,FBgn0261014,TER94-PA-1152,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
CG33017,FBgn0053017,CG33017-PB-1736,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
CG9372,FBgn0036891,CG9372-PA-628,9,7,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741214143325,-31.4838656589627
Ube3a,FBgn0061469,Ube3a-PA-1923,8,8,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741361756836,-31.4838361362605
CG5382,FBgn0038950,CG5382-PB-524,0,0,10,8,1.57848377768454e-05,0.000508576622708638,-34.3153751283901,31.4013582308475
pAbp,FBgn0261619,pAbp-PA-724,0,0,8,10,1.57848377768454e-05,0.000508576622708638,-34.3153458190812,31.4014168494654
CG5274,FBgn0036987,CG5274-PA-967,0,0,10,8,1.57848377768454e-05,0.000508576622708638,-34.3153751283901,31.4013582308475
fz3,FBgn0027343,fz3-PA-892,0,0,10,8,1.57848377768454e-05,0.000508576622708638,-34.3153751283901,31.4013582308475
Obp51a,FBgn0043530,Obp51a-PA-257,9,7,0,0,1.57848377768454e-05,0.000508576622708638,-34.2741214143325,-31.4838656589627
CG5525,FBgn0032444,CG5525-PA-948,37,43,25,17,1.56924417068679e-05,0.000508576622708638,-16.8013701083541,-1.18202594942825
dgo,FBgn0086898,dgo-PA-2097,0,0,10,8,1.57848377768454e-05,0.000508576622708638,-34.3153751283901,31.4013582308475
CG16734,FBgn0037667,CG16734-PD-1092,467,499,429,472,1.58879221719936e-05,0.000511592706036312,-12.7925261758386,-0.3521225225511
CG30275,FBgn0050275,CG30275-PF-1015,106,92,76,68,1.58957739099975e-05,0.000511592706036312,-15.2586816695019,-0.712120209895636
CG30349,FBgn0050349,CG30349-PA-334,1,1,16,12,1.62352219301676e-05,0.000521381042279411,-19.7547572569685,3.55493020958303
Tom70,FBgn0032397,Tom70-PA-603,2,0,16,12,1.62352219301676e-05,0.000521381042279411,-19.7547423923716,3.55490048038926
vps2,FBgn0039402,vps2-PA-327,12,12,2,2,1.62352219301676e-05,0.000521381042279411,-19.3659245503329,-2.83734269608492
repo,FBgn0011701,repo-PA-1516,10,14,2,2,1.62352219301676e-05,0.000521381042279411,-19.3659539554441,-2.83728388586256
CG13585,FBgn0035020,CG13585-PA-186,82,112,70,57,1.62554036099088e-05,0.000521745449127171,-15.3651839868358,-0.862799981447887
RpL8,FBgn0261602,RpL8-PA-226,50,62,112,111,1.64761970674549e-05,0.000528544946447448,-15.3543271840655,0.741354844222903
Sdc,FBgn0010415,Sdc-PA-145,14,19,3,5,1.66036382788234e-05,0.000532344011656218,-18.6362286634667,-2.29667315070016
Nup154,FBgn0021761,Nup154-PA-3078,55,54,35,31,1.66758807976006e-05,0.00053437014006766,-16.2521168719188,-0.976248050289707
CG16959,FBgn0036481,CG16959-PA-745,504,528,488,481,1.67126944142594e-05,0.000535259385421545,-12.6925694479507,-0.343093798835681
CG9246,FBgn0032925,CG9246-PA-1177,158,144,319,250,1.68063446481507e-05,0.000537966993078854,-13.9635320749352,0.658670836365417
CG31716,FBgn0051716,CG31716-PA-3120,155,129,102,99,1.68755060541008e-05,0.000539595905004376,-14.7572089374098,-0.752548860498775
RpL23A,FBgn0026372,RpL23A-PA-556,367,372,548,577,1.6871851912565e-05,0.000539595905004376,-12.8255383772424,0.354285862634253
br,FBgn0000210,br-PJ-1452,10,17,2,3,1.69309708128658e-05,0.00054107644711376,-19.1202215890435,-2.68470068844987
Spc25,FBgn0087021,Spc25-PA-69,16,20,6,4,1.6983378328496e-05,0.000541579026633002,-18.4125205093936,-2.1003498312651
CG2135,FBgn0039874,CG2135-PA-1638,16,20,6,4,1.6983378328496e-05,0.000541579026633002,-18.4125205093936,-2.1003498312651
CG34132,FBgn0083968,CG34132-PA-151,89,69,49,49,1.69571456892523e-05,0.000541579026633002,-15.6983876854586,-0.94272238991806
CG17209,FBgn0030687,CG17209-PC-3840,39,43,83,105,1.69778850253299e-05,0.000541579026633002,-15.7016862006635,0.946302558404521
CG4829,FBgn0030796,CG4829-PA-842,24,21,56,57,1.70917143330602e-05,0.0005447395925968,-16.5023422456576,1.07594096499291
imd,FBgn0013983,imd-PA-597,565,544,538,511,1.71513136075362e-05,0.000546344271323556,-12.5833056528708,-0.333092013202549
lig,FBgn0020279,lig-PA-925,6,6,32,22,1.7179547813013e-05,0.000546948644065187,-17.9888159692393,1.9168460804009
CG17490,FBgn0040009,CG17490-PE-801,21,14,4,5,1.72968142748266e-05,0.000550385375777322,-18.5084404169135,-2.21225724917714
IntS8,FBgn0025830,IntS8-PA-2709,279,296,462,433,1.7316641811262e-05,0.000550719564937809,-13.1719132923649,0.385902119638443
kcc,FBgn0261794,kcc-PA-2922,32,25,9,14,1.75470215325398e-05,0.000557445937422667,-17.4796417544462,-1.56187216620773
pUf68,FBgn0028577,pUf68-PA-861,34,23,11,12,1.75470215325398e-05,0.000557445937422667,-17.4796554297881,-1.56251355020393
magu,FBgn0262169,magu-PA-1518,46,33,17,21,1.76218203799946e-05,0.000559521219355765,-16.8818331971434,-1.30890652001571
RpS6,FBgn0261592,RpS6-PA-76,1263,1380,2003,1747,1.76641861933611e-05,0.000560565023217366,-11.0387533107666,0.251819304936778
hrg,FBgn0015949,hrg-PA-1546,26,27,9,12,1.77058422035221e-05,0.00056158519272589,-17.5982653382608,-1.58792830814346
RnrS,FBgn0011704,RnrS-PA-166,7,1,20,23,1.80514708933219e-05,0.000571933351940882,-18.4448534003139,2.17365607703831
CG12119,FBgn0030102,CG12119-PA-979,3,5,29,14,1.80514708933219e-05,0.000571933351940882,-18.4459165289805,2.17293522370955
CG14512,FBgn0039639,CG14512-PA-330,65,75,35,49,1.81732492907314e-05,0.00057548297941663,-15.897274213762,-0.987769307824111
IP3K1,FBgn0032147,IP3K1-PA-1186,48,57,107,104,1.83925168520256e-05,0.000582114287377775,-15.4407771744933,0.754593844679581
CG15387,FBgn0031403,CG15387-PA-87,39,38,82,86,1.8441026704522e-05,0.000583336987207104,-15.8287887835709,0.873221178045316
heph,FBgn0011224,heph-PA-597,3,7,17,30,1.84595522739067e-05,0.000583610405884574,-18.2197706298022,1.98171093278577
sktl,FBgn0016984,sktl-PA-2283,6,10,0,0,1.86512773694465e-05,0.000584664086456886,-34.2742960488108,-31.4835163900062
bun,FBgn0259176,bun-PA-3157,0,0,13,5,1.86512773694465e-05,0.000584664086456886,-34.3156865887223,31.4007353101831
Acyp2,FBgn0038363,Acyp2-PA-129,39,47,24,23,1.8509730724432e-05,0.000584664086456886,-16.6680279291976,-1.12396173700822
CG7830,FBgn0032015,CG7830-PA-433,6,10,0,0,1.86512773694465e-05,0.000584664086456886,-34.2742960488108,-31.4835163900062
CG15435,FBgn0031608,CG15435-PA-813,11,5,0,0,1.86512773694465e-05,0.000584664086456886,-34.2738670190888,-31.4843744494501
Map205,FBgn0002645,Map205-PA-876,0,0,11,7,1.86512773694465e-05,0.000584664086456886,-34.3155170873369,31.4010743129539
ald,FBgn0000063,ald-PA-985,4,12,0,0,1.86512773694465e-05,0.000584664086456886,-34.2744675958673,-31.4831732958931
Lsp1beta,FBgn0002563,Lsp1beta-PA-1830,0,0,7,11,1.86512773694465e-05,0.000584664086456886,-34.3151779773758,31.401752532876
Mekk1,FBgn0024329,Mekk1-PB-3927,28,37,15,15,1.8521083218109e-05,0.000584664086456886,-17.1938315567417,-1.36773201020998
psidin,FBgn0243511,psidin-PA-2715,65,83,55,36,1.85389548518072e-05,0.000584664086456886,-15.8008509443176,-0.95430495174885
Act57B,FBgn0000044,Act57B-PA-520,5,11,0,0,1.86512773694465e-05,0.000584664086456886,-34.2743818269681,-31.4833448336914
CG17217,FBgn0032419,CG17217-PA-345,10,6,0,0,1.86512773694465e-05,0.000584664086456886,-34.2739528435638,-31.4842028005
CG6084,FBgn0086254,CG6084-PB-1022,3,13,0,0,1.86512773694465e-05,0.000584664086456886,-34.2745533555101,-31.4830017766075
CG8915,FBgn0030833,CG8915-PA-2064,0,0,7,11,1.86512773694465e-05,0.000584664086456886,-34.3151779773758,31.401752532876
sano,FBgn0034408,sano-PA-786,0,0,7,11,1.86512773694465e-05,0.000584664086456886,-34.3151779773758,31.401752532876
CG4707,FBgn0035036,CG4707-PA-1836,11,5,0,0,1.86512773694465e-05,0.000584664086456886,-34.2738670190888,-31.4843744494501
